name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
Justin Wilson,Carrollland,128167,774,6777,7,90,TRUE
Catherine Miller,Brittanytown,138034,473,1684,13,60,TRUE
Julia Wiley,West Mary,104607,495,49982,8,40,FALSE
James Mitchell,Donaldmouth,67828,723,15808,12,70,TRUE
Curtis Krause,Heidiview,87560,394,33105,22,45,FALSE
Hannah May,Gallegosburgh,46299,337,39353,24,25,FALSE
Keith Chaney,Reedport,91433,512,23425,32,45,FALSE
Natalie Adams,West Jeffery,120266,567,3060,7,55,FALSE
Lynn Alvarez,Willisstad,69857,686,44142,37,60,TRUE
Erica Garcia,Mistytown,121715,462,28617,30,55,FALSE
Elizabeth Owens,Port Andrew,82757,767,39900,36,75,TRUE
Monica Wells,West Jennifer,65683,645,32624,25,50,FALSE
Wesley Rich,South Ronaldview,95597,710,39867,1,50,FALSE
Christopher Turner,New Karen,100776,433,44477,21,45,FALSE
Amy Davis,Port Michael,94722,705,11835,29,75,TRUE
Charles Andrade,Kyleburgh,87377,541,14324,27,50,FALSE
David Cohen,Adamburgh,40543,652,7547,30,50,FALSE
Jennifer Lewis,Barnettmouth,108385,548,7279,24,60,TRUE
Phillip Anderson,Rachaelchester,35224,703,36003,4,40,FALSE
Michael Cordova,East Nicoleburgh,146578,540,25191,23,55,FALSE
Rodney Bishop,Melendezbury,86626,441,33764,12,45,FALSE
Eric Davis,Valdezchester,126276,454,19675,19,55,FALSE
Roberto Johnson,Whitefurt,72247,829,7975,29,85,TRUE
Hannah Oconnor,Laratown,109129,464,21907,8,50,FALSE
Janet Gibson,Valdezfurt,62816,732,4572,19,75,TRUE
Patrick Wilson,Shawfort,33390,643,36063,23,40,FALSE
Christopher Coleman,Bergland,41970,453,1455,21,40,FALSE
Michelle Scott,Grahammouth,60005,588,3611,7,60,TRUE
Julia Williams,Johnnymouth,118381,603,2542,34,75,TRUE
Edward Butler,Nguyenton,139570,414,24412,2,45,FALSE
Jennifer Thompson,East Jessicafort,142789,741,19002,22,90,TRUE
Melissa Sanchez,Williamsmouth,105392,681,3509,9,80,TRUE
Misty Burnett,South Williamland,106955,645,42729,19,65,TRUE
Alex Clements,Jenniferland,32719,743,8630,12,65,TRUE
Whitney Gilbert,Lake Lauren,130238,683,38574,30,75,TRUE
Timothy Hill,West Walter,118117,346,40624,25,50,FALSE
Megan Nelson,Clarkchester,137665,432,19007,17,55,FALSE
Richard Reid,East Jeffreymouth,65325,526,5176,39,50,FALSE
Michael Wilcox,Waltersmouth,105529,698,32169,35,75,TRUE
Gilbert Reed,Hernandezfort,35273,515,35880,10,25,FALSE
Dawn Johnson,Lake Tommystad,130022,385,14602,33,55,FALSE
Edgar Stewart,Johnsonshire,129125,470,41911,22,50,FALSE
Jennifer Hubbard,Angelafort,52962,540,25594,34,35,FALSE
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65,TRUE
Victoria Werner,Bellborough,98021,728,40272,17,65,TRUE
Jack Garcia,Wayneside,115394,701,15752,25,80,TRUE
John Mckenzie MD,South Keith,87963,845,22892,29,85,TRUE
Melinda Garcia,Mccannchester,66458,493,42708,1,20,FALSE
Brenda Harvey,New Ashleychester,53788,323,22300,39,35,FALSE
Keith Kennedy,West Andrewfurt,106720,823,13650,10,95,TRUE
Nathan Allen,Gilesborough,87132,630,9693,18,65,TRUE
Andre Lane,Sanchezmouth,113202,547,12591,29,55,FALSE
Ashley Munoz,Monicaburgh,136724,550,31291,4,45,FALSE
Andrew Rhodes,Atkinsland,94451,727,18041,34,75,TRUE
Ricardo Holland,South Timothyton,41959,599,27109,2,30,FALSE
Mitchell Hunt,Pattersonville,91605,406,10567,16,50,FALSE
Lauren Moody,West Robert,75607,647,10302,15,65,TRUE
Christine Davis,South Rachelfort,83523,550,18039,21,50,FALSE
Jeremy Cobb,Ashleyton,73687,443,10700,33,45,FALSE
Daniel Wood,Jenniferport,72081,462,38200,40,35,FALSE
Micheal Nunez,Lake Linda,117835,431,10602,38,60,TRUE
James Walsh,Port Jasonport,43710,451,39288,0,10,FALSE
Nathan Mcgee,Woodsburgh,142424,652,43195,9,60,TRUE
Kathryn Mills,Grimesfort,51079,473,35421,30,35,FALSE
Steven Smith,West Jeffreyborough,73228,529,10836,17,45,FALSE
Monica Wilson,West Victor,83955,312,49906,33,40,FALSE
Natalie Cox,South Conniemouth,120921,819,5403,17,100,TRUE
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90,TRUE
Patrick Norris,East Hannah,67777,767,12628,2,70,TRUE
Deborah Ramirez,Lake Mariah,116846,365,9686,33,60,TRUE
Daniel Sanchez,Marshallside,82488,352,21896,40,45,FALSE
John Ramos,Gonzalezside,136635,520,40209,31,50,FALSE
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95,TRUE
Lindsay Vasquez,West William,102102,826,19596,19,95,TRUE
Joseph Peterson,Connieville,34809,486,32954,0,10,FALSE
William Ruiz,East Cameron,89614,742,45104,19,75,TRUE
Scott Peterson,East Kimberly,41542,537,14973,19,30,FALSE
Erica Moreno,Lake Kevinborough,71224,458,22218,10,40,FALSE
James Jackson,New Elaine,63082,633,34847,30,50,FALSE
Rachel Chan,Jeremyview,72372,783,20897,23,75,TRUE
Gene Gomez,Shannonchester,45194,702,28336,0,35,FALSE
Jennifer Schmitt,Debbieberg,131259,767,18970,1,75,TRUE
Christina Bates,Kennethstad,82976,324,22092,27,45,FALSE
Erika Castro,Port Jason,143365,815,29842,17,95,TRUE
David Nguyen,Davidshire,97449,781,4014,24,90,TRUE
Susan Tucker,Valerieshire,138124,684,4887,6,80,TRUE
Grant Medina,Mcleanville,30150,783,9800,4,55,FALSE
Reginald Gutierrez,Port Edward,116200,606,38623,12,65,TRUE
Jessica Murphy,Angelaport,143949,322,10205,4,50,FALSE
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55,FALSE
Joel Cook,Jonathantown,90552,443,8811,26,55,FALSE
Robert Yates,New Nathanielshire,84165,747,3102,32,90,TRUE
Erin Ryan,Baileyland,37104,377,38047,5,20,FALSE
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35,FALSE
Julie Preston,Lake Mark,97952,486,43456,36,40,FALSE
Joseph Schwartz,Prestonfurt,77419,600,1416,39,70,TRUE
Alicia Perez,Hernandezbury,111609,634,35889,29,65,TRUE
Christina Underwood,Patriciashire,129148,456,13376,9,50,FALSE
Christopher Johnson,Port Davidstad,95338,370,22460,20,50,FALSE
William Hall,Port Michael,111973,440,29812,7,45,FALSE
Jaime Wallace,South Brandon,87939,749,27160,12,80,TRUE
James Olsen,East Williamshire,129613,828,8975,10,100,TRUE
Barbara Burns,Karamouth,36764,725,13516,13,55,FALSE
Dr. Heather Scott,South Allenfurt,56680,730,27234,6,55,FALSE
Tracy Copeland,Bautistaport,65003,534,46954,5,30,FALSE
Rhonda Liu,West Jessicamouth,101987,346,10223,15,55,FALSE
Adam Stone,Lake Terry,47172,339,5009,38,35,FALSE
Sharon Guerrero,Christinaburgh,67752,729,12299,11,70,TRUE
Traci Harmon,West Natasha,87424,412,11641,1,35,FALSE
Mr. Mario Stout III,Anthonytown,145454,639,2867,30,75,TRUE
Shane Mcintyre,New Nicholashaven,121521,473,11365,6,55,FALSE
Steven Davis,North Tanyamouth,93532,725,36174,28,70,TRUE
Larry Walsh,Thomasview,45915,431,22160,34,25,FALSE
Louis Moran,Vasquezshire,33783,500,9246,14,30,FALSE
Renee Thomas,Lake Codyfurt,112578,589,41305,6,60,TRUE
David Blair,Markmouth,109806,832,34875,36,90,TRUE
Debra Lam MD,Donnashire,134767,335,26233,40,55,FALSE
Craig White,Lake Austin,61365,543,11609,25,45,FALSE
Kenneth Webb,Jacobshire,123032,715,30629,13,80,TRUE
Dennis Gonzales,Dianahaven,50758,645,23102,11,50,FALSE
Mary Barnett,Kathrynview,70730,364,24948,27,40,FALSE
Traci Martinez,South Maria,102199,423,37075,18,50,FALSE
Gregory Chavez,Port Teresaburgh,31792,707,34482,12,50,FALSE
Michael Parsons,Lake Julie,102384,838,40382,9,85,TRUE
Kerry Williams,Amberhaven,83476,470,25541,10,45,FALSE
Christopher Walters,Port Sarah,42217,455,36443,39,25,FALSE
Dale Williams,Phillipshaven,59451,731,32230,29,60,TRUE
Nathan Evans,West Jeanetteport,140284,513,49068,39,50,FALSE
Andrea Fischer,East Timothy,149659,464,16890,25,55,FALSE
Maria Myers,East Mary,44871,372,15831,17,30,FALSE
James Barber,East Scott,90482,582,22461,0,50,FALSE
Kelly Warren,Hallmouth,45396,605,9183,34,50,FALSE
Jordan Jones,Nancyton,114896,690,17741,7,75,TRUE
Jessica Jackson,Blakebury,139070,835,7753,5,95,TRUE
Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,75,TRUE
Randy Kirby,Rebeccahaven,95323,636,28501,16,60,TRUE
Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,85,TRUE
Richard Erickson,Obrienfurt,68254,343,40430,6,30,FALSE
Rebecca Finley,North Tammybury,96698,669,39018,38,55,FALSE
James Garner,Deborahmouth,122459,771,38574,33,85,TRUE
James Trujillo,Caldwelltown,65838,521,38154,11,35,FALSE
Tracy Garcia,Phammouth,84459,559,24500,22,45,FALSE
Vincent Hill,West Stephenview,139408,464,14721,35,55,FALSE
Kimberly Morris,Mullinsburgh,93242,811,6824,21,95,TRUE
Joshua Trujillo,West Maria,91894,403,48313,5,35,FALSE
Emily Crawford,Port Patrick,61946,571,47359,31,35,FALSE
Robert Huang,East Marcus,89871,414,13438,37,50,FALSE
Jonathan May,Katherineside,102255,482,27081,39,50,FALSE
Christina Davis,Phelpsberg,48958,648,35919,22,40,FALSE
Thomas Garcia,Christinaland,80277,631,15734,28,65,TRUE
Danielle Moore,Anthonybury,54983,524,17079,14,40,FALSE
Robert Thomas,Johntown,108561,794,29767,26,85,TRUE
Yvette Lee,Port April,96616,709,42107,36,65,TRUE
Veronica Francis,Lindaview,127818,741,25263,23,90,TRUE
Taylor Flores,Chaseberg,145255,629,47034,15,65,TRUE
Lauren Davis,Nicholsville,47892,533,48192,22,25,FALSE
Maria Spencer,South Joseph,143249,354,31162,39,55,FALSE
Kevin Brown,North Ann,39150,358,23780,30,25,FALSE
Brittany Fleming,Lake Joshuaview,66208,328,47767,38,35,FALSE
Michael Bender DVM,Lake Shannon,131276,611,22661,14,70,TRUE
Sherri Shah,Port Amber,133547,622,1444,39,75,TRUE
Paul Matthews,New Brycechester,141989,465,49008,12,50,FALSE
Kyle Blake,Port Howard,84387,806,48753,7,75,TRUE
Brandon Powell,Ballardfurt,74548,785,10077,21,80,TRUE
Eric Thompson,Kochfort,133247,392,13095,16,60,TRUE
Darrell Duke,West Shannonville,96550,836,17893,1,75,TRUE
Amy Hawkins,Codytown,65018,841,1824,0,75,TRUE
Eric Marsh,Micheleburgh,137551,493,42712,39,50,FALSE
Mr. William Davis DDS,New Neil,30336,481,29881,11,25,FALSE
Robin Wallace,New Pamelaville,67072,619,20099,6,50,FALSE
Christopher Stone,South Jamesberg,125164,645,30797,35,70,TRUE
Rachel Raymond,West Johnberg,69132,545,33162,12,35,FALSE
Amanda Brown,Cochranshire,139769,401,35068,5,45,FALSE
Erica Rose,Shermanborough,106931,589,21992,8,65,TRUE
Craig Raymond,Powellfurt,106011,384,33143,1,35,FALSE
Frank Webb MD,Gayport,116499,356,35573,2,40,FALSE
Brandon Mcclain,Lake Lee,94178,349,36015,1,30,FALSE
Eric Lopez,Port Marciachester,143411,820,35339,11,95,TRUE
Melanie Williams,North Stephen,49476,490,15520,20,30,FALSE
Dalton Clark,North Sandraborough,88529,419,20034,0,35,FALSE
Mary Herman,Traceyfurt,100592,533,25365,25,50,FALSE
Charles Sanchez,Nicolechester,93483,617,14426,17,65,TRUE
Adam Colon,Ramirezborough,75236,799,17608,38,85,TRUE
Michael Williams,Andersonbury,73573,372,42785,7,30,FALSE
Steven Freeman,New Mark,102340,562,45623,25,45,FALSE
Dustin Foley,Danielville,129991,704,14246,5,75,TRUE
Kathleen Martinez,South Timothyville,101228,534,3492,24,60,TRUE
Phillip Drake,South Christina,79441,748,49388,9,70,TRUE
Randy Bates,Port Jason,89682,625,3867,36,70,TRUE
Christian Villarreal,Sandrastad,72176,773,14149,3,70,TRUE
Christian Carter,East Jackborough,143980,643,44123,28,65,TRUE
Jeremiah Bridges,Angelaberg,54727,625,4716,7,60,TRUE
Jennifer Ferguson,Lake Sarah,121422,679,3518,9,80,TRUE
Melinda Smith,New Brianfurt,61300,422,15714,40,40,FALSE
Joshua Smith,Pinedafurt,104946,589,45932,39,60,TRUE
Thomas Young,Salazarstad,80196,765,32400,9,70,TRUE
Shawn Walker,Danaburgh,60613,697,17856,10,65,TRUE
Alex Trujillo,North Steve,142199,532,27360,8,50,FALSE
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90,TRUE
George Ortega,Lake Alyssa,83841,551,15218,12,50,FALSE
Tiffany Daniel,Rachelside,35720,718,25563,19,50,FALSE
Charles Rodriguez,Evanschester,71704,352,14068,13,45,FALSE
Steve Keller,Whitemouth,127609,324,46479,13,50,FALSE
Michael Nelson,Lake Richard,91993,502,10875,26,50,FALSE
David Rodgers,Stewarthaven,122435,336,45314,6,45,FALSE
Angelica Smith,West Melissamouth,149725,665,14304,9,70,TRUE
Elizabeth Jones,Brandymouth,136352,786,23191,11,90,TRUE
Brian Hoffman,East Robert,79968,845,41520,26,80,TRUE
Juan Harrison,Hannahbury,80604,416,44507,9,35,FALSE
Anne Williams,Kennedyfort,116991,474,2307,37,60,TRUE
Sabrina Galvan,South Patricia,133860,803,45024,36,90,TRUE
Gerald Miller,Caseyberg,137577,607,45392,25,65,TRUE
Ashley Donovan,Lake Malik,115461,385,24246,38,55,FALSE
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25,FALSE
Dr. Allison Flores,North Debra,94923,613,18243,28,65,TRUE
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30,FALSE
Kenneth Turner,South Norman,46547,336,46566,17,25,FALSE
Gabriela Pratt,Russellmouth,95836,435,23691,16,50,FALSE
Katherine Adams,Sellersland,107356,626,34344,7,60,TRUE
Carl Gill,North Gregory,73515,366,11092,36,45,FALSE
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60,TRUE
Shelby Murray,Kristiville,43154,424,4680,8,30,FALSE
Paul Miller,Lake Stephanietown,144581,743,45931,14,85,TRUE
Mitchell Hughes,South Lisa,140761,807,40679,11,90,TRUE
Nicholas Vargas,South Jacksontown,87711,381,12524,12,50,FALSE
Shawn Johnston,Lake David,43069,377,13333,11,30,FALSE
Nicole Perez,Reidshire,98937,603,40423,26,55,FALSE
Donna Simmons,Jillhaven,149333,307,43915,16,50,FALSE
Christopher Brown,Cooperton,89890,740,6239,28,90,TRUE
Patrick Davis,Helenland,32011,568,48654,20,25,FALSE
Patrick Castillo,Evansfort,124692,620,36777,12,65,TRUE
Christopher Vazquez,Marshallmouth,48894,632,27426,29,40,FALSE
Julie Hernandez,Barnestown,83736,442,21756,24,45,FALSE
Lynn Ross MD,East Brittany,144154,488,15220,6,50,FALSE
John Nelson,North Tyler,115823,462,20891,35,55,FALSE
Colton Lawson,Reynoldsburgh,50232,799,44633,3,60,TRUE
Brian Benton,Franklinberg,39807,540,34997,31,25,FALSE
Christopher Mccoy,Carrberg,91537,842,19474,21,90,TRUE
Renee Shields,Annettefort,132436,364,2160,28,60,TRUE
David Blackburn,Port Rachel,64737,787,19384,35,75,TRUE
Riley Hale,West Kimberly,74375,534,47406,37,35,FALSE
Robin Wright,Zamoramouth,111691,823,7264,24,100,TRUE
Loretta Miller,Fordview,120794,368,30457,24,50,FALSE
Raven Hill,West Melanie,82098,360,32047,15,45,FALSE
Aaron Kelly,Hoffmanview,115175,627,32765,20,65,TRUE
Kimberly Holloway,New Cassie,40527,602,49065,3,30,FALSE
Chloe Lindsey,Johnfurt,141642,733,46917,0,60,TRUE
Dan Phillips,Lake Dawnchester,73065,380,25158,29,40,FALSE
Wendy Griffin,Petersmouth,141718,621,8061,17,75,TRUE
Craig Obrien,Frankberg,118389,630,2111,7,70,TRUE
Gabriel Woods,West Marie,142635,684,37053,1,60,TRUE
Maria Foster,Christieton,99942,589,22234,36,65,TRUE
Michelle Crawford,East Edwardhaven,79808,467,47783,15,40,FALSE
Isaac Kelly,South Matthewland,71505,804,27251,34,80,TRUE
Jason Clarke,New Mackenzie,112155,512,30392,10,50,FALSE
Thomas Green,North Deanna,124203,324,4439,14,60,TRUE
Andrew Blake,Port Devin,146318,627,22164,24,70,TRUE
Meagan Smith,Travischester,129536,369,3629,12,60,TRUE
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70,TRUE
Christian Smith,Josephstad,144344,823,26455,10,95,TRUE
Nicole Scott,West Rachael,100912,702,8809,18,85,TRUE
Jeremy Faulkner,Harrisville,34705,342,26392,6,20,FALSE
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70,TRUE
Mark Knight,Jaytown,38968,617,1810,13,55,FALSE
Shannon Clark,Cortezmouth,60771,700,40440,10,60,TRUE
Karen Carlson,North Christina,112727,300,3044,39,60,TRUE
Adam Hill,West Seanshire,119705,463,7372,3,50,FALSE
Matthew Maddox,Charleschester,67667,322,20494,2,30,FALSE
Elizabeth Baker,North Samantha,59817,331,32228,11,35,FALSE
Brandon Young,Josephshire,127880,791,5147,9,90,TRUE
James Bennett,South Ryanmouth,41846,722,12470,0,40,FALSE
Diana Campbell,Harrisview,86881,324,44990,17,40,FALSE
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60,TRUE
Michelle Newton,Michaelstad,129663,767,31964,34,90,TRUE
Matthew Watson,West Jill,113066,655,27673,11,70,TRUE
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80,TRUE
David Taylor,Debbiemouth,144370,468,3802,21,60,TRUE
Shannon Weber,Amberburgh,43173,442,14488,25,30,FALSE
Jason Rodriguez,New Daletown,88153,560,37074,10,40,FALSE
Melinda French,Wilsonstad,51805,704,35283,25,60,TRUE
Gregory Russell,East Daniellemouth,120964,459,46478,12,50,FALSE
Stephanie Costa,South Drewland,69251,613,16848,25,60,TRUE
Daniel Little,North Allen,148413,602,8934,13,75,TRUE
Ricardo Jones,Shaunville,33794,732,24430,25,50,FALSE
Kyle Cooper,Jaredchester,36028,789,42629,39,60,TRUE
Meghan Rowland,Florestown,72516,561,46916,30,35,FALSE
Janet Ryan,South Haleystad,134352,802,2790,24,100,TRUE
John Bullock,Kingland,37355,384,17081,40,25,FALSE
Jordan Curry,New Tracey,68452,335,22159,19,40,FALSE
Michele Hayes,Davisberg,76984,328,34180,28,40,FALSE
Christopher Hill,Solisside,79131,349,17593,37,50,FALSE
Jose Thompson,Carterburgh,86450,340,20024,38,50,FALSE
Brian Moore,East Timothybury,49080,305,26382,11,25,FALSE
Amanda White,Michelleshire,62007,805,15990,28,80,TRUE
Carlos Irwin,South Tylerchester,99621,321,47426,33,40,FALSE
Isabella Stephens,Wellsview,84008,746,37522,27,75,TRUE
Brandon Rich,Thomashaven,104177,549,10012,7,55,FALSE
Brandon Lopez,South Donna,119364,682,37527,16,75,TRUE
Wesley Douglas,Wilsonton,133877,537,14267,9,50,FALSE
Paul Myers,Briantown,53600,415,35377,17,35,FALSE
Alexa Beard,West Samantha,52280,791,14995,12,75,TRUE
Karen Lewis,South Angela,52946,372,10575,8,40,FALSE
Brianna Hodges,Palmerland,40350,468,17191,40,25,FALSE
Sara Ward,Port Jose,109887,361,29303,2,40,FALSE
Phyllis Johnson,Peterbury,144142,430,32415,39,55,FALSE
Katrina Russell,East Carol,80140,594,33580,4,45,FALSE
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55,FALSE
John Roman,Kevinside,119539,634,21194,30,70,TRUE
Jasmin Pitts,South Matthew,61566,801,23440,34,80,TRUE
Lynn King,Sarahport,95230,825,15931,20,90,TRUE
Erika Allen,West Teresa,149646,496,22954,33,55,FALSE
Diana Harper,Port Chloe,106435,442,46110,18,45,FALSE
Michael Marquez,Jamesmouth,48758,832,12364,7,65,TRUE
Sherri Little,New Kristy,60433,645,12998,31,60,TRUE
Judy Peterson,Catherineview,90443,427,25678,35,45,FALSE
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65,TRUE
Derek Jarvis,Larsonfort,63289,747,26354,20,70,TRUE
Christopher Ward,North Melanieview,90236,410,36945,34,40,FALSE
Richard Frost,Harrisshire,63466,361,1645,7,45,FALSE
Marcus Ramirez,Allenbury,117404,573,37216,22,50,FALSE
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50,FALSE
Tiffany Davis,Lisaville,147821,397,17134,26,55,FALSE
Joe Martin,East Joshua,135464,303,16648,19,55,FALSE
Scott Atkinson,Lewisville,90981,383,27773,28,45,FALSE
Patrick Cruz,Johnsonview,148123,510,45126,31,50,FALSE
Shaun Peterson,South Williamfurt,67700,752,40751,13,70,TRUE
Michael Burke,Jacksonfurt,118815,512,15282,20,55,FALSE
Donald Espinoza,South Caroline,101643,780,2590,36,95,TRUE
Michael Chavez,South Ashleystad,50706,690,2343,31,75,TRUE
Jeremy Coleman,Scottbury,39681,575,25025,16,25,FALSE
Christopher Nash,Port Barry,87898,690,24892,3,60,TRUE
Ann Moon,New Heatherton,75293,556,6194,33,55,FALSE
Jody Carter,Ramirezburgh,107014,534,27834,19,50,FALSE
Austin Wiggins,New Diamondburgh,69210,595,36909,30,50,FALSE
Stephanie Young,New Jennifer,113746,368,7652,17,60,TRUE
Philip Cummings,New Sarah,85615,551,1573,20,55,FALSE
Pamela Palmer,New Williamton,120480,703,9844,10,85,TRUE
Christopher Anderson,Audreyview,62780,773,17108,29,75,TRUE
Brian Wright,North Tonyaberg,89878,300,19822,29,50,FALSE
Katherine Webster,Onealmouth,140795,832,24195,38,95,TRUE
Sara Sullivan,Alexandrachester,69599,470,33974,31,35,FALSE
Andrew Jones,Meaganville,56111,722,26072,24,60,TRUE
Alexander Freeman,East Ryanberg,80422,760,39694,8,70,TRUE
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90,TRUE
Jacqueline Harris,South Susan,93335,551,10537,40,50,FALSE
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25,FALSE
Jose Woods,Jonesmouth,61091,498,21338,32,40,FALSE
Willie Thomas,Brianhaven,79986,523,42331,33,40,FALSE
Jerry Cook,Reedmouth,104963,591,25115,3,60,TRUE
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40,FALSE
Lacey Jones,Port Nicholas,105341,750,48936,40,80,TRUE
Charles Herman,New Patrickfurt,68780,525,3745,2,40,FALSE
Troy Lee,South Lauren,121655,455,28978,35,55,FALSE
Wanda Clark,East Micheleview,68696,794,5331,14,85,TRUE
William Buckley,Wilsonmouth,32875,650,41422,23,40,FALSE
Tina Scott,Crystalmouth,138794,839,11197,37,100,TRUE
Diana Wheeler,East Lisa,116275,744,32679,17,85,TRUE
Jordan Porter,Williamsshire,81879,607,17884,6,60,TRUE
Kristen Richard,East Steven,65976,456,7461,34,45,FALSE
Jennifer Ross,Kerrybury,31061,466,41832,30,25,FALSE
Mary Hampton,South Richardchester,104177,457,28146,30,50,FALSE
Felicia Wood,Joefort,143386,705,39562,13,75,TRUE
Samuel Mitchell,West Erik,119889,634,39892,24,65,TRUE
Ashlee Miller,East Amberfort,132014,394,46703,9,45,FALSE
April Thompson MD,Erikastad,127605,389,3649,10,60,TRUE
Erin Williams,North Christinaborough,36428,474,26615,31,25,FALSE
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55,FALSE
Brooke Parsons,South Catherineport,109482,332,26781,21,55,FALSE
Melissa Patrick,Stephanieport,127671,600,43827,25,65,TRUE
Timothy Bauer,Elizabethborough,95107,546,31230,9,40,FALSE
Brittany Bolton,East Jennifer,139161,589,22805,20,70,TRUE
Michelle Graham,Lake Elizabethside,148509,609,47472,13,65,TRUE
Mary Diaz,Leeland,148349,350,3056,16,60,TRUE
Robert Ford,Bowersmouth,67512,760,9709,20,80,TRUE
Michelle Barrett,North Misty,131677,468,17423,26,55,FALSE
Shawn Cook,East Johnfort,134708,584,14255,11,70,TRUE
Randy Welch,Laurenstad,60162,645,1179,6,60,TRUE
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65,TRUE
Wendy Salazar,South Kayla,135110,340,30815,37,55,FALSE
Kimberly Campos,West Marvinchester,76179,364,32097,26,40,FALSE
Suzanne Lynch,West Mary,58705,528,30443,16,35,FALSE
Matthew Williams,Lake Rebecca,113442,560,26874,16,55,FALSE
Daryl Walker,Allentown,54920,740,4130,4,75,TRUE
Denise Olsen,Smithport,111381,352,33547,37,50,FALSE
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60,TRUE
Alexis Jordan,Deborahfort,118835,321,7518,8,55,FALSE
Monique Jackson,Emilychester,129035,465,28947,13,55,FALSE
Heather Hubbard,Kyleside,124493,370,5995,9,55,FALSE
Sarah Smith,North Kimberly,130593,576,12729,7,55,FALSE
Gail Mason,Dixonfort,116400,584,6457,22,75,TRUE
Heather Hughes,New Sierra,119241,318,41654,5,45,FALSE
Carla Peterson DDS,South Vickie,139882,659,2952,21,75,TRUE
Rebecca Reynolds,Lewisborough,47927,795,39427,4,50,FALSE
Natasha Davenport,Grantmouth,112345,696,22116,23,80,TRUE
Andrew Chavez,New Michaelstad,42735,646,28232,0,25,FALSE
Shannon Miller,New Abigailville,148410,439,32026,31,55,FALSE
Kristen Juarez,New Lisamouth,112242,551,21451,34,55,FALSE
Elaine Trevino,West Elizabethberg,114717,564,25876,9,50,FALSE
Samuel Zavala,Charlesport,35167,607,27664,1,25,FALSE
Dustin Lopez,Port Derrickhaven,70492,402,24758,7,35,FALSE
Dennis Cook,East Barbarashire,133364,380,16172,3,45,FALSE
Ryan Pierce,Port Jennifershire,87779,604,37199,19,55,FALSE
Jamie Galvan,Samanthachester,34373,395,44115,21,25,FALSE
Leah Rodriguez,Williamsstad,105965,715,36518,6,70,TRUE
Kevin Hoffman,North Matthew,77823,489,43499,36,40,FALSE
Ashley Burnett,Robinsonberg,125991,473,49356,32,50,FALSE
Jason Maldonado,Barbaraborough,47224,804,36885,15,65,TRUE
Daniel Estrada,Port Allison,41813,652,9926,25,50,FALSE
Jennifer Lane,Johnville,149226,730,17711,38,80,TRUE
Dr. Jared Lee III,New Jack,68680,422,44976,15,35,FALSE
Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,45,FALSE
Laura Pearson,Port Heatherchester,127973,409,23371,13,55,FALSE
Charles Wong,Port Miguelchester,84460,687,44222,33,65,TRUE
Jill Harris,East Paul,53021,492,44637,15,35,FALSE
Travis Kim III,Fordton,56318,361,31064,33,35,FALSE
Jason Keith,West Joshua,47322,736,1902,30,65,TRUE
Kendra Willis,Kevinbury,133089,760,14167,17,90,TRUE
Tracey Nelson,Walkerberg,100701,317,16363,31,55,FALSE
William Arnold,North Joseph,144879,679,35211,16,80,TRUE
Denise Barrett,Julietown,77953,364,38169,6,35,FALSE
Douglas Pacheco,Lake Tyler,99579,841,1220,9,90,TRUE
Erin Norris,Bradleytown,95771,792,13675,11,85,TRUE
Eric Duran,Heatherview,149732,504,42212,25,50,FALSE
Toni Cunningham,Codyfort,65720,500,17048,20,40,FALSE
George Ruiz,New Mathew,138851,533,29234,35,55,FALSE
Billy Cunningham,East Robert,51567,344,14432,29,40,FALSE
Zachary Jones,Higginsbury,63681,519,15317,23,45,FALSE
David Hull,Martinezview,149806,760,14702,5,90,TRUE
David Wilson,Kylieside,138093,546,3894,30,60,TRUE
Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,70,TRUE
Kevin Buckley,Aaronstad,135708,665,30645,35,70,TRUE
